file_id.x	sample_id	cohort	pct	n_fragments_clade	n_fragments_taxon	tax.level	n_distinct_minimisers	rank	ncbi	name	file_id.y	Domain	Kingdom	Phylum	Class	Order	Family	Genus	Species	reads	pct_fragments_clade	n_minimisers_clade	n_minimisers_taxon	ncbi_id	ratio_taxon	ratio_clade	proportion	total_read	expected_clade	std_clade	pvalue	padj	significance
/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6711_2820/results/kraken2/CATD0119a_0.1.kraken	CATD0119a	6711_2820	1.5	1370	1370	48233	37294	S	9606	Homo sapiens	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6711_2820/results/krakentools/CATD0119a.kraken.mpa	Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo	Homo_sapiens	1370	2.95	817705001	817705001	9606	4.560813490732216e-5	4.560813490732216e-5	0.03481320166957445	91600	3188.88927293302	55.47858891115076	0	0	Significant
/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6711_2820/results/kraken2/CATD0119a_0.1.kraken	CATD0119a	6711_2820	0.04	38	38	638	383	S	76775	Malassezia restricta	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6711_2820/results/krakentools/CATD0119a.kraken.mpa	Eukaryota	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_restricta	38	0.01	2324544	2324544	76775	1.6476349770105448e-4	1.6476349770105448e-4	9.896578712718339e-5	91600	9.065266100849998	3.010709044337365	0	0	Significant
/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6711_2820/results/kraken2/CATD0119a_0.1.kraken	CATD0119a	6711_2820	0	3	3	20	7	S	182096	Aspergillus chevalieri	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6711_2820/results/krakentools/CATD0119a.kraken.mpa	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_chevalieri	3	0.03	8557451	8557451	182096	8.180005938684312e-7	8.180005938684312e-7	3.643273149560957e-4	91600	33.37238204997837	5.775830986068794	0.999997514278486	1	Non-significant
/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6711_2820/results/kraken2/CATD0119a_0.1.kraken	CATD0119a	6711_2820	0	1	0	115	59	S	57918	Fragaria vesca	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6711_2820/results/krakentools/CATD0119a.kraken.mpa	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Fragaria	Fragaria_vesca	1	0.17	48321641	0	57918	Inf	1.2209850240806184e-6	0.0020572590739698525	91600	188.4449311756385	13.713396775818666	1	1	Non-significant
/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6711_2820/results/kraken2/CATD0119a_0.1.kraken	CATD0119a	6711_2820	0.01	7	7	129	67	S	5866	Babesia bigemina	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6711_2820/results/krakentools/CATD0119a.kraken.mpa	Eukaryota	Apicomplexa	Aconoidasida	Piroplasmida	Babesiidae	Babesia	Babesia_bigemina	NA	7	0.01	3591828	3591828	5866	1.8653454452718783e-5	1.8653454452718783e-5	1.5291949098208374e-4	91600	14.00742537395887	3.742363339602492	8.07787832288571e-46	2.954069840401943e-45	Significant
/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6711_2820/results/kraken2/CATD0119a_0.1.kraken	CATD0119a	6711_2820	0	4	4	39	16	S	60550	Burkholderia pyrrocinia	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6711_2820/results/krakentools/CATD0119a.kraken.mpa	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia_pyrrocinia	NA	4	0.01	3827893	3827893	60550	4.179845152411522e-6	4.179845152411522e-6	1.629697883901683e-4	91600	14.928032616539417	3.8633663815670936	0.39070970724710213	0.4425407870168132	Non-significant
/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6711_2820/results/kraken2/CATD0119a_0.1.kraken	CATD0119a	6711_2820	0	3	3	83	49	S	87883	Burkholderia multivorans	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6711_2820/results/krakentools/CATD0119a.kraken.mpa	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia_multivorans	NA	3	0.02	5755362	5631831	87883	8.700545169057807e-6	8.513799827013488e-6	2.4503039328654583e-4	91600	22.4447840250476	4.737012177606335	1.0358785436238134e-8	1.9291083783752162e-8	Significant
/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6711_2820/results/kraken2/CATD0119a_0.1.kraken	CATD0119a	6711_2820	0	2	2	10	9	S	60552	Burkholderia vietnamiensis	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6711_2820/results/krakentools/CATD0119a.kraken.mpa	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia_vietnamiensis	NA	2	0.01	1646636	1645661	60552	5.4689270755034e-6	5.4656888346908485e-6	7.010434212127485e-5	91600	6.421557738308777	2.5339904418186228	0.15444777891489728	0.1857429271939827	Non-significant
/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6711_2820/results/kraken2/CATD0119a_0.1.kraken	CATD0119a	6711_2820	0	1	0	89	60	S	101571	Burkholderia ubonensis	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6711_2820/results/krakentools/CATD0119a.kraken.mpa	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia_ubonensis	NA	1	0.02	4860542	3518383	101571	1.705328839981321e-5	1.2344302343236619e-5	2.0693407605738338e-4	91600	18.955161366856316	4.353302068321511	2.081205643970263e-21	5.4747119746737336e-21	Significant
/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6711_2820/results/kraken2/CATD0119a_0.1.kraken	CATD0119a	6711_2820	0	1	1	31	27	S	1503055	Burkholderia territorii	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6711_2820/results/krakentools/CATD0119a.kraken.mpa	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia_territorii	NA	1	0.01	1415502	1415502	1503055	1.907450501659482e-5	1.907450501659482e-5	6.0263978487867875e-5	91600	5.520180429488697	2.3494356261566405	3.04999516076715e-20	7.85900287588978e-20	Significant
/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6711_2820/results/kraken2/CATD0119a_0.1.kraken	CATD0119a	6711_2820	0	1	1	9	8	S	488732	Burkholderia diffusa	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6711_2820/results/krakentools/CATD0119a.kraken.mpa	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia_diffusa	NA	1	0	741223	741223	488732	1.07929732347755e-5	1.07929732347755e-5	3.155703554407757e-5	91600	2.8906244558375054	1.7001568269717968	0.0013268664746893999	0.0019430493797232128	Significant
/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6711_2820/results/kraken2/CATD0119a_0.1.kraken	CATD0119a	6711_2820	0.02	18	18	307	248	S	134537	Paraburkholderia fungorum	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6711_2820/results/krakentools/CATD0119a.kraken.mpa	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia_fungorum	NA	18	0.01	3762150	3762150	134537	6.591975333253592e-5	6.591975333253592e-5	1.6017082750016044e-4	91600	14.671647799014696	3.830051935554652	0	0	Significant
/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6711_2820/results/kraken2/CATD0119a_0.1.kraken	CATD0119a	6711_2820	0.01	11	11	199	140	S	2026199	Paraburkholderia aromaticivorans	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6711_2820/results/krakentools/CATD0119a.kraken.mpa	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia_aromaticivorans	NA	11	0.01	4149924	4149924	2026199	3.373555756683737e-5	3.373555756683737e-5	1.7668002635269083e-4	91600	16.18389041390648	4.022565231754689	2.3982914948533364e-208	1.5464183558814313e-207	Significant
/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6711_2820/results/kraken2/CATD0119a_0.1.kraken	CATD0119a	6711_2820	0.01	8	0	157	114	S	261302	Paraburkholderia phytofirmans	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6711_2820/results/krakentools/CATD0119a.kraken.mpa	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia_phytofirmans	NA	8	0.01	3565309	4289	261302	0.02657962228957799	3.197478816001643e-5	1.517904636507767e-4	91600	13.904006470411145	3.7285246378188783	4.695391618210183e-159	2.7070712763071585e-158	Significant
/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6711_2820/results/kraken2/CATD0119a_0.1.kraken	CATD0119a	6711_2820	0	4	4	20	16	S	420953	Paraburkholderia megapolitana	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6711_2820/results/krakentools/CATD0119a.kraken.mpa	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia_megapolitana	NA	4	0.01	2110008	2110008	420953	7.582909638257296e-6	7.582909638257296e-6	8.983207139320828e-5	91600	8.228617739617878	2.8684278875093976	0.0033714421927804866	0.004789182952733648	Significant
